,SEC_CODE,ABBREVIATED_NAME,GICS_SECTOR_CODE,SECTOR_CODE,SECTOR
4085,TOM,TOMIZONE LIMITED    ,50100000,50,Communication Services
4086,TON,TRITON MIN LTD      ,15104000,15,Materials
4087,TOP,THORNEY OPP LTD     ,00000000,00,
4088,TOR,TORQUE MET          ,15104000,15,Materials
4089,TOT,360 CAPITAL REIT    ,40200000,40,Financials
4090,TOU,TLOU ENERGY LTD     ,10100000,10,Energy
4091,TOV,TAKEOVERS PANEL     ,00000000,00,
4092,TOX,TOX FREE SOLUTIONS  ,20200000,20,Industrials
4093,TOY,TOYS R US           ,25500000,25,Consumer Discretionary
4094,TOZ,TORRENS 2014-2      ,00000000,00,
4095,TPA,TRANSPACIFIC SPS    ,40200000,40,Financials
4096,TPC,TPC CONSOLIDATED LTD,55100000,55,Utilities
4097,TPD,TALON ENERGY LTD    ,10100000,10,Energy
4098,TPE,TPI ENTERPRISES     ,35200000,35,Health Care
4099,TPG,TPG TELECOM LIMITED.,50100000,50,Communication Services
4100,TPI,TRANSPACIFIC INDUST.,20200000,20,Industrials
4101,TPM,TPG TELECOM LIMITED ,50100000,50,Communication Services
4102,TPO,TIAN POH RESOURCES  ,15104000,15,Materials
4103,TPP,TEMPO AUSTRALIA     ,20200000,20,Industrials
4104,TPR,TIMPETRA RESOURCES  ,15104000,15,Materials
4105,TPS,THREAT PROTECT LTD  ,20200000,20,Industrials
4106,TPW,TEMPLE & WEBSTER LTD,25500000,25,Consumer Discretionary
4107,TRA,TURNERS AUTOMOTIVE  ,25500000,25,Consumer Discretionary
4108,TRB,TORRENS 2009-3 TRUST,00000000,00,
4109,TRC,TRAC GROUP HOLDINGS ,99999999,99,N/A
4110,TRE,TOUBANIRESOURCESINC ,99999999,99,N/A
4111,TRG,TREASURY GROUP      ,40200000,40,Financials
4112,TRJ,TRAJAN GROUP HOLDING,35200000,35,Health Care
4113,TRK,TORRENS 2010-2 TRUST,00000000,00,
4114,TRL,TANGA RESOURCES LTD ,15104000,15,Materials
4115,TRM,TRUSCOTT MINING CORP,15104000,15,Materials
4116,TRN,TORRENS MINING      ,15104000,15,Materials
4117,TRP,TISSUE REPAIR       ,35200000,35,Health Care
4118,TRQ,TORRENS TRUST SR05  ,00000000,00,
4119,TRS,THE REJECT SHOP     ,25500000,25,Consumer Discretionary
4120,TRT,TODD RIVER RES LTD  ,15104000,15,Materials
4121,TRU,TRUSCREEN           ,35100000,35,Health Care
4122,TRX,TORRENS TRUST SRS061,00000000,00,
4123,TRY,TROY RESOURCES LTD  ,15104000,15,Materials
4124,TSC,TWENTY SEVEN CO. LTD,10100000,10,Energy
4125,TSE,TRANSFIELD SERVICES ,20200000,20,Industrials
4126,TSI,TOP SHELF           ,30200000,30,Consumer Staples
4127,TSK,TASK GROUP HOLDINGS ,45100000,45,Information Technology
4128,TSL,TITANIUM SANDS LTD  ,15104000,15,Materials
4129,TSM,THINKSMART LIMITED  ,40200000,40,Financials
4130,TSN,THE SUST NUTRI GRP  ,30200000,30,Consumer Staples
4131,TSO,TESORO GOLD LTD     ,15104000,15,Materials
4132,TSV,TRANSERV ENERGY LTD ,10100000,10,Energy
4133,TT1,TRITON NO. 8 2019-2 ,00000000,00,
4134,TT2,TRITON BOND TRUST 20,00000000,00,
4135,TT3,TRITON TRUST NO.8   ,00000000,00,
4136,TT4,TRITON TRUST 2020-1 ,00000000,00,
4137,TT5,TRITON SMSF BOND S1 ,00000000,00,
4138,TT6,TRITON BOND TRUST S1,00000000,00,
4139,TT7,BOND SERIES 2017-2  ,00000000,00,
4140,TT9,TRITON NO. 8 2018-1 ,00000000,00,
4141,TTA,TTA HOLDINGS LTD    ,25500000,25,Consumer Discretionary
4142,TTB,TOTAL BRAIN LTD     ,35100000,35,Health Care
4143,TTC,TRADITIONAL THERAPY ,35100000,35,Health Care
4144,TTE,TTE PETROLEUM LTD   ,10100000,10,Energy
4145,TTI,TRAFFIC TECHNOLOGIES,20300000,20,Industrials
4146,TTL,TRANSCENDENCE       ,45100000,45,Information Technology
4147,TTM,TITAN MINERALS      ,15104000,15,Materials
4148,TTN,TITAN ENERGY SERVICE,10100000,10,Energy
4149,TTS,TATTS GROUP LTD     ,25300000,25,Consumer Discretionary
4150,TTT,TITOMIC LIMITED     ,15100000,15,Materials
4151,TTW,TOPTUNG LTD         ,15104000,15,Materials
4152,TTZ,TORRENS 2016-1      ,00000000,00,
4153,TUA,TUAS LIMITED        ,50100000,50,Communication Services
4154,TUL,TULLA RESOURCES     ,15104000,15,Materials
4155,TUP,TTG FINTECH LTD     ,45100000,45,Information Technology
4156,TV2,TV2U INTER LIMITED  ,45100000,45,Information Technology
4157,TVL,TOUCH VENTURES      ,40200000,40,Financials
4158,TW8,TWE DUMMY TORESS    ,99999999,99,N/A
4159,TWD,TAMAWOOD LIMITED    ,25200000,25,Consumer Discretionary
4160,TWE,TREASURY WINE ESTATE,30200000,30,Consumer Staples
4161,TWH,TW HOLDINGS LTD     ,30200000,30,Consumer Staples
4162,TWR,TOWER LIMITED       ,40300000,40,Financials
4163,TWT,TWT GROUP LIMITED   ,25200000,25,Consumer Discretionary
4164,TYK,TYCHEAN RESOURCES   ,15104000,15,Materials
4165,TYM,TYMLEZ GROUP        ,45100000,45,Information Technology
4166,TYO,TREYO LEISURE       ,25200000,25,Consumer Discretionary
4167,TYR,TYRO PAYMENTS       ,45100000,45,Information Technology
4168,TYX,TYRANNA RES LTD     ,15104000,15,Materials
4169,TZL,TZ LIMITED          ,45200000,45,Information Technology
4170,TZN,TERRAMIN AUSTRALIA. ,15104000,15,Materials
4171,UAM,UBS ASSET MAN       ,00000000,00,
4172,UBA,UBS IQ MSCI AUST ETF,00000000,00,
4173,UBE,UBS IQ MSCI EUROPE  ,00000000,00,
4174,UBI,UNIVERSAL BIOSENSORS,35100000,35,Health Care
4175,UBJ,UBS IQ MSCI JAPAN   ,00000000,00,
4176,UBL,UNIVERSAL BIOSEC    ,20100000,20,Industrials
4177,UBN,URBANISE.COM LTD    ,45100000,45,Information Technology
4178,UBP,UBS IQ MSCI ASIA    ,00000000,00,
4179,UBS,UBS AG              ,00000000,00,
4180,UBU,UBS IQ MSCI USA     ,00000000,00,
4181,UBW,UBS IQ WORLD EX AUS ,00000000,00,
4182,UCL,UCL RESOURCES LTD   ,15104000,15,Materials
4183,UCM,USCOM LIMITED       ,35100000,35,Health Care
4184,UCW,UCW LTD             ,25300000,25,Consumer Discretionary
4185,UEQ,URANIUM EQUITIES    ,10100000,10,Energy
4186,UGL,UGL LIMITED         ,20100000,20,Industrials
4187,UIA,UBS IA              ,99999999,99,N/A
4188,UIL,UIL ENERGY LTD      ,10100000,10,Energy
4189,UMA,BETA S&P500 YIELDMAX,00000000,00,
4190,UMG,UNITED MALT GROUP   ,30200000,30,Consumer Staples
4191,UML,UNITY MINING LTD    ,15104000,15,Materials
4192,UNI,UNIVERSAL STORE     ,25500000,25,Consumer Discretionary
4193,UNL,UNITED NETWORKS LTD ,50100000,50,Communication Services
4194,UNS,UNILIFE CORPORATION ,35100000,35,Health Care
4195,UNT,UNITH LTD           ,50200000,50,Communication Services
4196,UNV,UNIVERSAL COAL PLC  ,10100000,10,Energy
4197,UOS,UNITED OVERSEAS AUST,60100000,60,Real Estate
4198,UPD,UPDATER INC         ,45100000,45,Information Technology
4199,UPE,SIM.UPE             ,99999999,99,N/A
4200,UPG,UNITY PACIFIC GR    ,60100000,60,Real Estate
4201,URB,URB INVESTMENTS LTD ,00000000,00,
4202,URF,US MASTERS RES FUND ,60101000,60,Real Estate
4203,URI,URANIUM RES INC     ,10100000,10,Energy
4204,URN,BETAURANIUMETF      ,00000000,00,
4205,URW,UNIBAILRODAWESTFIELD,60101000,60,Real Estate
4206,USA,URANIUMSA LIMITED   ,10100000,10,Energy
4207,USD,BETASHARES US DOLLAR,00000000,00,
4208,USF,US PRIVATE FUND     ,00000000,00,
4209,USG,US PRIVATE FUND II  ,00000000,00,
4210,USH,GBLX USD H YIELD ETF,00000000,00,
4211,USI,GLOBAL X USIG ETF   ,00000000,00,
4212,USP,US SELECT PRIVATE OP,00000000,00,
4213,USQ,US STUDENT HOUSING R,60101000,60,Real Estate
4214,USR,US RESIDENTIAL FUND ,00000000,00,
4215,UST,GBLX US TREASURY ETF,00000000,00,
4216,UTR,ULTRACHARGE LTD     ,20100000,20,Industrials
4217,UUL,ULTIMA UTD LTD      ,60100000,60,Real Estate
4218,UUU,ASX ELODGEMENT      ,00000000,00,
4219,UUV,UUV AQUABOTIX LTD   ,20100000,20,Industrials
4220,UVA,UVRELIMITED         ,15104000,15,Materials
4221,UWL,UNITI GROUP LTD     ,50100000,50,Communication Services
4222,UXA,UXA RESOURCES LTD   ,10100000,10,Energy
4223,UXC,UXC LIMITED         ,45100000,45,Information Technology
4224,UYL,GBLX S&P 500 CC ETF ,00000000,00,
4225,VAC,VAN AUS CORP FI ETF ,00000000,00,
4226,VAE,VGD FTSE ASIA EX JPN,00000000,00,
4227,VAF,VNGD AUS FI         ,00000000,00,
4228,VAH,VIRGIN AUS HLDG LTD ,20300000,20,Industrials
4229,VAL,VALOR RESOURCES LTD ,15104000,15,Materials
4230,VAN,VANGO MINING LTD    ,15104000,15,Materials
4231,VAP,VNGD AUS PROP SEC   ,00000000,00,
4232,VAQ,VENTUS AQUA LTD     ,00000000,00,
4233,VAR,VARISCAN MINES LTD  ,15104000,15,Materials
4234,VAS,VNGD AUS SHARES     ,00000000,00,
4235,VAU,VANGUARD AUS SHARES ,99999999,99,N/A
4236,VBC,VERBREC LIMITED     ,20100000,20,Industrials
4237,VBL,VNGD GLB INFRA      ,00000000,00,
4238,VBN,VNGD GLB AGG BOND   ,00000000,00,
4239,VBS,VECTUS BIOSYSTEMS   ,35200000,35,Health Care
4240,VC8,VCX DUMMY TORESS    ,99999999,99,N/A
4241,VCD,VICINITY CEN TRUST  ,00000000,00,
4242,VCF,VD INT CRD SEC ETF  ,00000000,00,
4243,VCX,VICINITY CENTRES    ,60101000,60,Real Estate
4244,VDB,VNGD DIV BALANCE    ,00000000,00,
4245,VDC,VNGD DIV CONSERV    ,00000000,00,
4246,VDG,VNGD DIV GROWTH     ,00000000,00,
4247,VDH,VNGD DIV HIGH GROWTH,00000000,00,
4248,VEA,VIVA ENERGY GROUP   ,10100000,10,Energy
4249,VEC,VECTOR RESOURCES LTD,15104000,15,Materials
4250,VED,VEDA GROUP LTD      ,20200000,20,Industrials
4251,VEE,VEEM LTD            ,20100000,20,Industrials
4252,VEF,VNGD ETHI GLB BOND  ,00000000,00,
4253,VEI,VISION EYE INSTITUTE,35100000,35,Health Care
4254,VEL,VEALLS LIMITED      ,40200000,40,Financials
4255,VEN,VINTAGE ENERGY      ,10100000,10,Energy
4256,VEQ,VGD FTSE EUR SHARES ,00000000,00,
4257,VER,VERTUA LIMITED      ,99999999,99,N/A
4258,VES,VNGD ETHI INTL SHS  ,00000000,00,
4259,VET,VANETHICCONAUSTSHETF,00000000,00,
4260,VEU,VNGD ALL-WORLD EX-US,00000000,00,
4261,VG1,VGI PARTNERS GLOBAL ,00000000,00,
4262,VG8,VGI PARTNERS ASIAN  ,00000000,00,
4263,VGA,VNGD INTL SHARES H  ,00000000,00,
4264,VGB,VNGD AUS GOV BOND   ,00000000,00,
4265,VGE,VNGD EMERGING MKTS  ,00000000,00,
4266,VGI,VGI PARTNERS LIMITED,40200000,40,Financials
4267,VGL,VISTA GROUP INT LTD ,45100000,45,Information Technology
4268,VGM,VANGUARDMULTIFACTOR ,00000000,00,
4269,VGP,VGP CORPORATION LTD ,20100000,20,Industrials
4270,VGR,VOYAGER GLOBAL      ,10100000,10,Energy
4271,VGS,VNGD INTL SHARES    ,00000000,00,
4272,VGX,VGX LIMITED         ,00000000,00,
4273,VHM,VHMLIMITED          ,15104000,15,Materials
4274,VHT,VOLPARA HEALTH TECH ,35100000,35,Health Care
4275,VHY,VNGD AUS HIGH YIELD ,00000000,00,
4276,VIA,VIAGOLD RARE EARTH  ,15104000,15,Materials
4277,VIC,VICTORY MINES LTD   ,15104000,15,Materials
4278,VIE,VIENTO GROUP LIMITED,20100000,20,Industrials
4279,VIF,VD INT (HEDGED) ETF ,00000000,00,
4280,VIG,VICTOR GROUP HLDGS  ,45100000,45,Information Technology
4281,VII,VIETNAM INDUSTRIAL  ,15104000,15,Materials
4282,VIP,VIP GLOVES          ,35100000,35,Health Care
4283,VIR,VIRGO RESOURCES     ,99999999,99,N/A
4284,VIS,VNGD INTL SMALL CAP ,00000000,00,
4285,VIT,VITACO HLDG LTD     ,30300000,30,Consumer Staples
4286,VIV,VIVID TECHNOLOGY LTD,20100000,20,Industrials
4287,VKA,VIKING MINES LTD    ,15104000,15,Materials
4288,VLA,VIRALYTICS LIMITED  ,35200000,35,Health Care
4289,VLC,VNGD AUS LARGE      ,00000000,00,
4290,VLS,VITA LIFE SCIENCES..,35200000,35,Health Care
4291,VLT,VAULT INTELLIGENCE  ,45100000,45,Information Technology
4292,VLU,VANECK INTERNAT VLUE,00000000,00,
4293,VLW,VILLA WORLD LTD.    ,60100000,60,Real Estate
4294,VMC,VENUS METALS COR LTD,15104000,15,Materials
4295,VMG,VDM GROUP LIMITED   ,20100000,20,Industrials
4296,VMI,VNGD MIN VOL ATV ETF,00000000,00,
4297,VML,VITAL METALS LIMITED,15104000,15,Materials
4298,VMM,VIRIDISMINING       ,15104000,15,Materials
4299,VMP,VISUAL AMPLIFIERS   ,99999999,99,N/A
4300,VMS,VENTURE MINERALS    ,15104000,15,Materials
4301,VMT,VMOTO LIMITED       ,25100000,25,Consumer Discretionary
4302,VMX,VALMEC LIMITED      ,10100000,10,Energy
4303,VMY,VIMY RESOURCES LTD  ,10100000,10,Energy
4304,VN8,VONEX LIMITED..     ,50100000,50,Communication Services
4305,VNG,VN GLOBAL SMID FUND ,00000000,00,
4306,VNT,VENTIASERVICESGROUP ,20100000,20,Industrials
4307,VNX,VONEX LIMITED       ,10100000,10,Energy
4308,VOC,VOCUS GROUP LTD     ,50100000,50,Communication Services
4309,VOL,VICTORY OFFICES LTD ,60100000,60,Real Estate
4310,VOR,VORTIV LTD          ,45100000,45,Information Technology
4311,VOX,VONEX LIMITED.      ,00000000,00,
4312,VP7,VELOCITY PROP GP LTD,60100000,60,Real Estate
4313,VPC,VPCL LTD            ,00000000,00,
4314,VPG,VODAFONE GROUP PLC. ,00000000,00,
4315,VPL,VODAFONE GRP        ,00000000,00,
4316,VPR,VOLT POWER GROUP    ,55100000,55,Utilities
4317,VR1,VECTION TECHNOLOGIES,45100000,45,Information Technology
4318,VR8,VANADIUM RESOURCES  ,15104000,15,Materials
4319,VRC,VOLT RESOURCES LTD  ,15104000,15,Materials
4320,VRI,VERILUMA LIMITED    ,45100000,45,Information Technology
4321,VRL,VILLAGE ROADSHOW LTD,50200000,50,Communication Services
4322,VRM,VERDANT MIN LTD     ,15104000,15,Materials
4323,VRS,VERIS LTD           ,20200000,20,Industrials
4324,VRT,VIRTUS HEALTH LTD   ,35100000,35,Health Care
4325,VRX,VRX SILICA LTD      ,15104000,15,Materials
4326,VSC,VITA LIFE SCIENCES. ,35200000,35,Health Care
4327,VSL,VULCAN STEEL        ,15104000,15,Materials
4328,VSO,VNGD AUS SMALL      ,00000000,00,
4329,VSR,VOLTAIC STRATEGIC   ,10100000,10,Energy
4330,VT1,VERMILION TRUST NO.1,00000000,00,
4331,VT2,VERMILION BD 2020-1 ,00000000,00,
4332,VTG,VITA GROUP LTD      ,25500000,25,Consumer Discretionary
4333,VTH,VITALHARVEST        ,60101000,60,Real Estate
4334,VTI,VISION TECH INC     ,35100000,35,Health Care
4335,VTL,VGI HEALTH TECH     ,00000000,00,
4336,VTM,VICTORY METALS LTD  ,15104000,15,Materials
4337,VTN,VERATIN LIMITED     ,00000000,00,
4338,VTR,VIATAR CTC SOLUTIONS,99999999,99,N/A
4339,VTS,VNGD US TOTAL MARKET,00000000,00,
4340,VTX,VERTEXMIN           ,15104000,15,Materials
4341,VUK,VIRGIN MONEY UK PLC ,40100000,40,Financials
4342,VUL,VULCAN ENERGY       ,15104000,15,Materials
4343,VVA,VIVA LEISURE LIMITED,25300000,25,Consumer Discretionary
4344,VVL,VNGD GLOBVLU ATV ETF,00000000,00,
4345,VVR,VIVA ENERGY REIT    ,60101000,60,Real Estate
4346,VXL,VALENCE INDUSTRIES  ,15104000,15,Materials
4347,VXR,VENTUREX RESOURCES  ,15104000,15,Materials
4348,VXX,CBOE VIX FUTURES    ,99999999,99,N/A
4349,VYS,VYSARN LTD          ,15104000,15,Materials
4350,W20,BETA BLUECHIP TITANS,00000000,00,
4351,W2V,WAY2VATLTD          ,45100000,45,Information Technology
4352,WA1,WA1RESOURCESLTD     ,15104000,15,Materials
4353,WAA,WAM ACTIVE LIMITED  ,00000000,00,
4354,WAC,WILD ACRE METALS LTD,15104000,15,Materials
4355,WAF,WEST AFRICAN RES LTD,15104000,15,Materials
4356,WAK,WAKAOLIN            ,15104000,15,Materials
4357,WAL,WAVENET INTERNATION.,15104000,15,Materials
4358,WAM,WAM CAPITAL LIMITED ,00000000,00,
4359,WAR,WAM STRATEGIC VALUE ,00000000,00,
4360,WAT,WATERCO LIMITED     ,25200000,25,Consumer Discretionary
4361,WAX,WAM RESEARCH LTD    ,00000000,00,
4362,WB1,SERIES 2020-1 WST   ,00000000,00,
4363,WB2,WOORI BANK          ,00000000,00,
4364,WB8,WESTPAC DUMMY TORESS,99999999,99,N/A
4365,WB9,WBCN OPTIONS        ,99999999,99,N/A
4366,WBA,WEBSTER LTD         ,30200000,30,Consumer Staples
4367,WBC,WESTPAC BANKING CORP,40100000,40,Financials
4368,WBE,WHITEBARK ENERGY    ,10100000,10,Energy
4369,WBT,WEEBIT NANO LTD     ,45200000,45,Information Technology
4370,WC1,WESTCOBARMETALS     ,15104000,15,Materials
4371,WC8,WILDCAT RESOURCES   ,15104000,15,Materials
4372,WCB,WARRNAMBOOL CHEESE  ,30200000,30,Consumer Staples
4373,WCC,WATERBERG COAL COMP ,10100000,10,Energy
4374,WCG,WEBCENTRAL LTD      ,45100000,45,Information Technology
4375,WCL,WESTSIDE CORPORATION,10100000,10,Energy
4376,WCM,WCMQUALITYGLOBALGROW,00000000,00,
4377,WCN,WHITE CLIFF MIN LTD ,15104000,15,Materials
4378,WCP,WCP RESOURCES LTD   ,15104000,15,Materials
4379,WCT,WESTPAC TPS TRUST   ,00000000,00,
4380,WDC,WESTFIELD GROUP     ,60101000,60,Real Estate
4381,WDE,WEALTH DEF EQU LTD  ,00000000,00,
4382,WDI,SPDR GLOBAL DIVIDEND,00000000,00,
4383,WDM,ISHARES EDGE WLD MF ,00000000,00,
4384,WDR,WESTERN DESERT RES. ,15104000,15,Materials
4385,WDS,WOODSIDE ENERGY     ,10100000,10,Energy
4386,WE1,SERIES 2019-1 WST   ,00000000,00,
4387,WE3,WESN OPTION/BASKET  ,99999999,99,N/A
4388,WE4,WESN-WES            ,99999999,99,N/A
4389,WEB,WEBJET LIMITED      ,25500000,25,Consumer Discretionary
4390,WEC,WHITE ENERGY COMPANY,10100000,10,Energy
4391,WEF,WEA WESTFIELD FIN   ,00000000,00,
4392,WEH,WEA FINANCE LLC     ,00000000,00,
4393,WEJ,SERIES 2015-1       ,00000000,00,
4394,WEK,SERIES 2014-2       ,00000000,00,
4395,WEL,WINCHESTER ENERGY   ,10100000,10,Energy
4396,WEM,SPDR EM CARB        ,00000000,00,
4397,WEN,WESTFIELD UK EUR FIN,00000000,00,
4398,WES,WESFARMERS LIMITED  ,25500000,25,Consumer Discretionary
4399,WF8,WFD DUMMY TORESS    ,99999999,99,N/A
4400,WFA,WESTFIELD AMERICA   ,60101000,60,Real Estate
4401,WFB,WFD TRUST           ,00000000,00,
4402,WFD,WESTFIELD CORP      ,60101000,60,Real Estate
4403,WFE,WINMAR RESOURCES LTD,15104000,15,Materials
4404,WFL,WELLFULLY LIMITED   ,35200000,35,Health Care
4405,WGB,WAM GLOBAL LIMITED  ,00000000,00,
4406,WGF,WMARK GLOBAL FUND   ,00000000,00,
4407,WGL,WANGLE TECHNOLOGIES ,45100000,45,Information Technology
4408,WGN,WAGNERS HLD COMPANY ,15100000,15,Materials
4409,WGO,WARREGO ENERGY LTD  ,10100000,10,Energy
4410,WGR,WESTERNGOLDRESOURCES,15104000,15,Materials
4411,WGX,WESTGOLD RESOURCES. ,15104000,15,Materials
4412,WHA,WATTLE HEALTH AU LTD,30200000,30,Consumer Staples
4413,WHC,WHITEHAVEN COAL     ,10100000,10,Energy
4414,WHE,WILDHORSE ENERGY    ,10100000,10,Energy
4415,WHF,WHITEFIELD IND LTD  ,00000000,00,
4416,WHK,WHITEHAWK LIMITED   ,25500000,25,Consumer Discretionary
4417,WHN,WHL ENERGY LIMITED  ,10100000,10,Energy
4418,WIA,WIA GOLD LIMITED    ,15104000,15,Materials
4419,WIC,WESTOZ INV LTD      ,00000000,00,
4420,WIG,WILSON GRP LTD      ,40200000,40,Financials
4421,WIN,WIDGIENICKELLIMITED ,15104000,15,Materials
4422,WIR,GLB X COP MINERS ETF,00000000,00,
4423,WJA,WAMEJA LIMITED      ,45100000,45,Information Technology
4424,WKT,WALKABOUT RESOURCES ,15104000,15,Materials
4425,WLC,WOLLONGONG COAL LTD ,15104000,15,Materials
4426,WLD,WELLARD LIMITED     ,30200000,30,Consumer Staples
4427,WLE,WAM LEADERS LIMITED ,00000000,00,
4428,WLF,WOLF MINERALS       ,15104000,15,Materials
4429,WLL,WELLCOM GROUP LTD   ,20200000,20,Industrials
4430,WLS,WCM GLOBAL LG ST LTD,00000000,00,
4431,WM1,WMC LTD OPT/BASKET  ,00000000,00,
4432,WMA,WAM ALTERNATIVE     ,00000000,00,
4433,WMB,WMC WARR.OVER BASKET,00000000,00,
4434,WMC,WILUNA MINING CORP  ,15104000,15,Materials
4435,WMG,WESTERN MINES       ,15104000,15,Materials
4436,WMI,WAM MICROCAP LIMITED,00000000,00,
4437,WMK,WATERMARK FUND LTD  ,00000000,00,
4438,WML,WOOMERA MINING LTD  ,15104000,15,Materials
4439,WMN,WESTERN MINING LTD  ,15104000,15,Materials
4440,WMX,WILUNA MINING CORP  ,15104000,15,Materials
4441,WNB,WELLNESS AND BEAUTY ,25300000,25,Consumer Discretionary
4442,WND,WINDLAB LIMITED     ,55100000,55,Utilities
4443,WNH,WHOLE NEW HOME LTD  ,15104000,15,Materials
4444,WNR,WINGARA AG LTD      ,30200000,30,Consumer Staples
4445,WNS,WORLD.NET SERVICES  ,45100000,45,Information Technology
4446,WNX,WELLNEX LIFE LTD    ,30200000,30,Consumer Staples
4447,WO8,WOW DUMMY TORESS    ,99999999,99,N/A
4448,WOA,WIDE OPEN AGRICULTUR,30200000,30,Consumer Staples
4449,WOF,WOLF PETROLEUM      ,10100000,10,Energy
4450,WOO,WOOBOARD TECH LTD   ,45100000,45,Information Technology
4451,WOR,WORLEY LIMITED      ,10100000,10,Energy
4452,WOT,WOTSO PROPERTY      ,60101000,60,Real Estate
4453,WOW,WOOLWORTHS GROUP LTD,30100000,30,Consumer Staples
4454,WPG,WPG RES LTD         ,15104000,15,Materials
4455,WPH,NSX.WPH             ,99999999,99,N/A
4456,WPI,WEST PEAK IRON LTD  ,15104000,15,Materials
4457,WPL,WOODSIDE PETROLEUM  ,10100000,10,Energy
4458,WPP,WPP AUNZ LTD        ,50200000,50,Communication Services
4459,WPR,WAYPOINT REIT       ,60101000,60,Real Estate
4460,WQG,WCM GLOBAL GROWTH   ,00000000,00,
4461,WQW,WINHA COMM AND TRAD ,30100000,30,Consumer Staples
4462,WR1,WINSOME RESOURCES   ,15104000,15,Materials
4463,WRG,WATER RES GRP LTD   ,55100000,55,Utilities
4464,WRK,WRKR LTD            ,45100000,45,Information Technology
4465,WRL,BETA MANAGED RISK GL,00000000,00,
4466,WRM,WHITE ROCK MIN LTD  ,15104000,15,Materials
4467,WRR,WORLD REACH LTD     ,45200000,45,Information Technology
4468,WRT,WESTFIELD RETAIL TST,60100000,60,Real Estate
4469,WRX,WILGENA RESOURCES   ,99999999,99,N/A
4470,WSA,WESTERN AREAS LTD   ,15104000,15,Materials
4471,WSC,SERIES 2009-1 WST   ,00000000,00,
4472,WSD,SERIES 2013-2 TRUST ,00000000,00,
4473,WSE,SERIES 2021-1 WST TR,00000000,00,
4474,WSF,SCENTRE GROUP LTD   ,60101000,60,Real Estate
4475,WSG,WOLFSTRIKE RENTALS  ,45200000,45,Information Technology
4476,WSH,SERIES 2011-1 TRUST ,00000000,00,
4477,WSI,WESTSTAR INDUSTRIAL ,15104000,15,Materials
4478,WSJ,SERIES 2011-2 TRUST ,00000000,00,
4479,WSN,SERIES 2011-3 TRUST ,00000000,00,
4480,WSO,SERIES 2012-1 TRUST ,00000000,00,
4481,WSP,WHISPIR LIMITED     ,45100000,45,Information Technology
4482,WSQ,SERIES 2013-1 TRUST ,00000000,00,
4483,WSR,WESTAR RESOURCES    ,15104000,15,Materials
4484,WSZ,SERIES 2014-1 WST   ,00000000,00,
4485,WTC,WISETECH GLOBAL LTD ,45100000,45,Information Technology
4486,WTL,WT FINANCIAL GRP LTD,40200000,40,Financials
4487,WTN,WINTON LAND         ,60100000,60,Real Estate
4488,WTP,WATPAC LIMITED      ,20100000,20,Industrials
4489,WTR,WORLD TITANIUM RES  ,15104000,15,Materials
4490,WVL,WINDIMURRA VANADIUM ,15104000,15,Materials
4491,WVO,ISHARES EDGEWLD MVOL,00000000,00,
4492,WWG,WISEWAYGROUPLTD     ,20300000,20,Industrials
4493,WWI,WEST WITS MINING LTD,15104000,15,Materials
4494,WWR,WESTWATER RES INC   ,10100000,10,Energy
4495,WXH,SPDR W EX OZ H CARB ,00000000,00,
4496,WXO,SPDR W EX OZ CARB   ,00000000,00,
4497,WYX,WESTERN YILGARN NL  ,15104000,15,Materials
4498,WZR,WISR LTD            ,40200000,40,Financials
4499,X2C,CXA 200 PRICE RETURN,99999999,99,N/A
4500,X2M,X2M CONNECT LIMITED ,45200000,45,Information Technology
4501,X64,TEN SIXTY FOUR LTD  ,15104000,15,Materials
4502,XAD,CURRENCY ISIN AUD   ,00000000,00,
4503,XAL,ALPH GLOBAL EQUITY  ,00000000,00,
4504,XAM,XANADU MINES LTD    ,15104000,15,Materials
4505,XAR,ACTIVEXARDEAREALBND ,00000000,00,
4506,XAS,ALPH GLOBAL SUST EQ ,00000000,00,
4507,XCD,XCD ENERGY LIMITED  ,10100000,10,Energy
4508,XCL,AUSTRALIAN COMM.LOAN,00000000,00,
4509,XCO,VANECK CARBON CREDIT,00000000,00,
4510,XF1,XREF LIMITED        ,45100000,45,Information Technology
4511,XIN,ANNA UNQUOTED ISIN'S,00000000,00,
4512,XIP,XENITH IP GROUP LTD ,20200000,20,Industrials
