,SEC_CODE,ABBREVIATED_NAME,GICS_SECTOR_CODE,SECTOR_CODE,SECTOR
2189,JBH,JB HI-FI LIMITED    ,25500000,25,Consumer Discretionary
2190,JBL,JOHN BRIDGEMAN      ,00000000,00,
2191,JCB,JINCHI BIOTECH      ,00000000,00,
2192,JCC,JIMMY CROW LIMITED  ,00000000,00,
2193,JCI,JIANCHENG           ,20100000,20,Industrials
2194,JCL,JUHE CAPITAL        ,00000000,00,
2195,JCS,JCURVE SOLUTIONS    ,45100000,45,Information Technology
2196,JDO,JUDO CAP HOLDINGS   ,40100000,40,Financials
2197,JDR,JADAR RESOURCES     ,15104000,15,Materials
2198,JEP,JPM EQ PREM INC ETF ,00000000,00,
2199,JGH,JADE GAS HOLDINGS   ,15104000,15,Materials
2200,JGY,JGY HOLDINGS        ,00000000,00,
2201,JH8,JHX DUMMY TORESS    ,99999999,99,N/A
2202,JHC,JAPARA HEALTHCARE LT,35100000,35,Health Care
2203,JHG,JANUS HENDERSON     ,40200000,40,Financials
2204,JHI,JHI HNDRSN INVSTRS  ,00000000,00,
2205,JHL,JAYEX HEALTHCARE LTD,35100000,35,Health Care
2206,JHX,JAMES HARDIE INDUST ,15100000,15,Materials
2207,JIN,JUMBO INTERACTIVE   ,25300000,25,Consumer Discretionary
2208,JIP,JACK-IN GROUP LTD   ,20100000,20,Industrials
2209,JJF,JIAJIAFU MOD AGR LTD,30200000,30,Consumer Staples
2210,JKA,JACKA RESOURCES LTD ,10100000,10,Energy
2211,JKL,JUSTKAPITAL LTD     ,40200000,40,Financials
2212,JLG,JOHNS LYNG GROUP    ,20100000,20,Industrials
2213,JMS,JUPITER MINES.      ,15104000,15,Materials
2214,JND,BETANDQNXTGEN100ETF ,00000000,00,
2215,JNO,JUNO                ,15104000,15,Materials
2216,JOB,JOBSTORE GROUP LTD. ,99999999,99,N/A
2217,JP5,JPMORGAN CHASE NYSE ,99999999,99,N/A
2218,JPM,JPMORGAN PTSL       ,00000000,00,
2219,JPR,JUPITER ENERGY      ,10100000,10,Energy
2220,JPS,JPM SUS INFRA ETF   ,00000000,00,
2221,JRE,JPM GREIE ETF       ,00000000,00,
2222,JRL,JINDALEE RESOURCES  ,15104000,15,Materials
2223,JRV,JERVOIS GLOBAL LTD  ,15104000,15,Materials
2224,JTL,JAYEX TECHNOLOGY LTD,35100000,35,Health Care
2225,JVG,JV GLOBAL LIMITED   ,20100000,20,Industrials
2226,JXT,JAXSTALTD           ,45100000,45,Information Technology
2227,JYC,JOYCE CORPORATION   ,25500000,25,Consumer Discretionary
2228,JYG,JYG AUSTRALIA       ,99999999,99,N/A
2229,JZR,JHI NET ZERO ATV ETF,00000000,00,
2230,K2F,K2FLY LTD           ,45100000,45,Information Technology
2231,K2P,KORE POTASH LTD     ,15104000,15,Materials
2232,KA1,KOREA EXPRESSWAY    ,00000000,00,
2233,KAA,K2AM                ,00000000,00,
2234,KAB,KABOKO MINING LTD   ,15104000,15,Materials
2235,KAI,KAIROS MINERALS LTD ,15104000,15,Materials
2236,KAL,KALGOORLIEGOLDMINING,15104000,15,Materials
2237,KAM,K2 ASSET MGMT HLDGS ,40200000,40,Financials
2238,KAP,KAPSTREAM CAPITAL   ,00000000,00,
2239,KAR,KAROON ENERGY LTD   ,10100000,10,Energy
2240,KAS,KASBAH RESOURCES    ,15104000,15,Materials
2241,KAT,KATANA CAPITAL      ,00000000,00,
2242,KAU,KAISER REEF         ,15104000,15,Materials
2243,KBC,KEYBRIDGE CAPITAL   ,40200000,40,Financials
2244,KBL,KBL MINING LIMITED  ,15104000,15,Materials
2245,KBU,KABUNI LTD          ,45100000,45,Information Technology
2246,KCC,KINCORA COPPER      ,15104000,15,Materials
2247,KCN,KINGSGATE CONSOLID. ,15104000,15,Materials
2248,KDL,KIM DIAMONDS LTD    ,15104000,15,Materials
2249,KDR,KIDMAN RESOURCES LTD,15104000,15,Materials
2250,KDY,KADDY LIMITED       ,25500000,25,Consumer Discretionary
2251,KEB,KEB HANA BANK       ,00000000,00,
2252,KED,KEYPATH EDUCATION   ,25300000,25,Consumer Discretionary
2253,KEM,KEMAO INDUST LTD    ,00000000,00,
2254,KEY,KEY PETROLEUM       ,10100000,10,Energy
2255,KFE,KOGI IRON LTD       ,15104000,15,Materials
2256,KFG,KINGFORM HEALTH HOME,25200000,25,Consumer Discretionary
2257,KFM,KINGFISHER MINING   ,15104000,15,Materials
2258,KFW,KFW                 ,00000000,00,
2259,KGD,KULA GOLD LIMITED   ,15104000,15,Materials
2260,KGG,KING OF GOLD GRP LTD,99999999,99,N/A
2261,KGI,KAIZEN GLOBAL INV   ,00000000,00,
2262,KGL,KGL RESOURCES LTD   ,15104000,15,Materials
2263,KGM,KALNORTH GOLD LTD   ,15104000,15,Materials
2264,KGN,KOGAN.COM LTD       ,25500000,25,Consumer Discretionary
2265,KI1,KING TRUST 2019-1   ,00000000,00,
2266,KIG,KING TRUST 2016-1   ,00000000,00,
2267,KII,K2GLOBALEQUITIESFUND,00000000,00,
2268,KIK,KAIRIKI ENERGY LTD  ,10100000,10,Energy
2269,KIL,KILAND LTD          ,15100000,15,Materials
2270,KIN,KIN MIN NL          ,15104000,15,Materials
2271,KIP,KINETIC FUND FIDANTE,00000000,00,
2272,KIS,KING ISLAND         ,15104000,15,Materials
2273,KKC,KKR CREDIT INC FUND ,00000000,00,
2274,KKL,KOLLAKORN CORP LTD  ,45200000,45,Information Technology
2275,KKO,KINETIKO ENERGY LTD ,10100000,10,Energy
2276,KKT,KONEKT LIMITED      ,35100000,35,Health Care
2277,KLA,KIRKLAND LAKE GOLD  ,15104000,15,Materials
2278,KLH,KALIA LIMITED       ,10100000,10,Energy
2279,KLI,KILLIRESOURCES      ,99999999,99,N/A
2280,KLL,KALIUM LAKES LTD    ,15100000,15,Materials
2281,KLO,KINGSLAND GLOBAL LTD,60100000,60,Real Estate
2282,KLR,KAILI RESOURCES LTD ,10100000,10,Energy
2283,KLS,KELSIAN GROUP LTD   ,25300000,25,Consumer Discretionary
2284,KMA,KOOLSEE NEW MEDIA   ,99999999,99,N/A
2285,KMD,KMD BRANDS LIMITED  ,25500000,25,Consumer Discretionary
2286,KME,KIP MCGRATH EDU.CNTR,25300000,25,Consumer Discretionary
2287,KMT,KOPORE METALS LTD   ,15104000,15,Materials
2288,KNB,KOONENBERRYGOLD     ,15104000,15,Materials
2289,KNE,KUNENE RESOURCES LTD,15104000,15,Materials
2290,KNG,KINGSLAND MINERALS  ,15104000,15,Materials
2291,KNH,KOON HOLDINGS       ,20100000,20,Industrials
2292,KNI,KUNIKOLIMITED       ,15104000,15,Materials
2293,KNL,KIBARAN RESOURCES   ,15104000,15,Materials
2294,KNM,KNEOMEDIA LIMITED   ,50200000,50,Communication Services
2295,KNO,KNOSYS LIMITED      ,45100000,45,Information Technology
2296,KOB,KOBARESOURCESLIMITED,15104000,15,Materials
2297,KOL,KOLIGO              ,99999999,99,N/A
2298,KOP,KOREA SE POWER LTD  ,00000000,00,
2299,KOR,KORAB RESOURCES     ,15104000,15,Materials
2300,KOS,KOSPI2 INX FUT KRX  ,00000000,00,
2301,KOV,KORVEST LTD         ,20100000,20,Industrials
2302,KP2,KORE POTASH PLC     ,15104000,15,Materials
2303,KPC,KAZAKHSTAN CORP LTD ,15104000,15,Materials
2304,KPE,KINA PETROLEUM CORP ,10100000,10,Energy
2305,KPG,KELLY PARTNERS GROUP,20200000,20,Industrials
2306,KPL,KINA PETROLEUM LTD  ,10100000,10,Energy
2307,KPO,KALINA POWER LIMITED,55100000,55,Utilities
2308,KPR,KUPANG RESOURCES    ,15104000,15,Materials
2309,KPT,KANGAROO PLANTATION ,15100000,15,Materials
2310,KRA,KILLARA RESOURCES   ,15104000,15,Materials
2311,KRB,KRUCIBLE METALS LTD ,15104000,15,Materials
2312,KRC,KING RIVER COPPER   ,15104000,15,Materials
2313,KRL,KANGAROO RES LTD    ,10100000,10,Energy
2314,KRM,KINGSROSE MINING LTD,15104000,15,Materials
2315,KRR,KING RIVER RESOURCES,15104000,15,Materials
2316,KRS,KRESTA HOLDINGS     ,25200000,25,Consumer Discretionary
2317,KRX,KOPPAR RESOURCES    ,15104000,15,Materials
2318,KSC,K & S CORPORATION   ,20300000,20,Industrials
2319,KSL,KINA SECURITIES LTD ,40100000,40,Financials
2320,KSM,K2 AU SMALL CAP FUND,00000000,00,
2321,KSN,KINGSTON RESOURCES  ,15104000,15,Materials
2322,KSO,KING SOLOMON MINES  ,15104000,15,Materials
2323,KSS,KLEOS               ,20200000,20,Industrials
2324,KTA,KRAKATOA RESOURCES  ,15104000,15,Materials
2325,KTD,KEYTONE DAIRY       ,30200000,30,Consumer Staples
2326,KTE,K2 ENERGY LTD       ,45300000,45,Information Technology
2327,KTG,K-TIG LIMITED       ,20100000,20,Industrials
2328,KTL,KTL TECHNOLOGIES LTD,20100000,20,Industrials
2329,KWR,KINGWEST RESOURCES  ,15104000,15,Materials
2330,KYK,KYCKR LIMITED       ,45100000,45,Information Technology
2331,KYP,KINATICO LTD        ,45100000,45,Information Technology
2332,KZA,KAZIA THERAPEUTICS  ,35200000,35,Health Care
2333,KZR,KALAMAZOO RESOURCES ,15104000,15,Materials
2334,L1M,LIGHTNING MINERALS  ,15104000,15,Materials
2335,LAA,LATAM AUTOS LTD     ,50200000,50,Communication Services
2336,LAM,LARAMIDE RES LTD    ,10100000,10,Energy
2337,LAN,LANYON INVESTMENT   ,00000000,00,
2338,LAS,LASSETERS CORP.     ,00000000,00,
2339,LAU,LINDSAY AUSTRALIA   ,20300000,20,Industrials
2340,LAW,LAWFINANCE LTD      ,40200000,40,Financials
2341,LBL,LASERBOND LIMITED   ,20100000,20,Industrials
2342,LBT,LBT INNOVATIONS     ,35100000,35,Health Care
2343,LBY,LAYBUY GROUP HOLDING,45100000,45,Information Technology
2344,LC1,LAT AUS 2017-1 TRUST,00000000,00,
2345,LC2,LATITUDE S.2020-1   ,00000000,00,
2346,LCA,LITIGATION CAP LTD  ,40200000,40,Financials
2347,LCD,LATITUDE CONSOLIDATE,15104000,15,Materials
2348,LCE,LONDON CITY EQU. LTD,40200000,40,Financials
2349,LCG,LIVING CITIES       ,15104000,15,Materials
2350,LCK,LEIGH CRK ENERGY LTD,10100000,10,Energy
2351,LCL,LOS CERROS LIMITED  ,15104000,15,Materials
2352,LCM,LOGICAMMS LIMITED   ,20100000,20,Industrials
2353,LCN,LATITUDE AUSTRALIA  ,00000000,00,
2354,LCR,LACONIA RES LTD     ,15104000,15,Materials
2355,LCT,LIVING CELL TECH.   ,35200000,35,Health Care
2356,LCY,LEGACY IRON ORE     ,15104000,15,Materials
2357,LDM,LAND MIN EXPLORE LTD,00000000,00,
2358,LDR,LODE RESOURCES      ,15104000,15,Materials
2359,LDX,LUMOS DIAGNOSTICS   ,35100000,35,Health Care
2360,LEG,LEGEND MINING       ,15104000,15,Materials
2361,LEL,LITHENERGY          ,15104000,15,Materials
2362,LEP,ALE PROPERTY GROUP  ,60101000,60,Real Estate
2363,LER,LEAF RES LTD        ,15100000,15,Materials
2364,LEX,LEFROY EXPLORATION  ,15104000,15,Materials
2365,LFC,LIFE CORPORATION    ,25300000,25,Consumer Discretionary
2366,LFG,LIBERTY FIN GROUP   ,40100000,40,Financials
2367,LFR,LONGFORD RES LTD    ,15104000,15,Materials
2368,LFS,LATITUDE GROUP      ,40200000,40,Financials
2369,LGD,LEGEND CORPORATION  ,20100000,20,Industrials
2370,LGI,LGILIMITED          ,55100000,55,Utilities
2371,LGL,LYNCH GROUP HOLDINGS,30200000,30,Consumer Staples
2372,LGM,LEGACY MINERALS     ,15104000,15,Materials
2373,LGO,LONGREACH OIL LTD.  ,10100000,10,Energy
2374,LGP,LITTLE GREEN PHARMA ,35200000,35,Health Care
2375,LGR,LANKA GRAPHITE LTD  ,15104000,15,Materials
2376,LHB,LIONHUB GROUP LTD   ,60100000,60,Real Estate
2377,LHC,LIFEHEALTHCARE GRP  ,35100000,35,Health Care
2378,LHM,LAND HOMES GRP LTD  ,60100000,60,Real Estate
2379,LI1,LIBERTYSERIES 2017-4,00000000,00,
2380,LI2,LIBERTYSERIES 2018-1,00000000,00,
2381,LI3,LITHIUM CONSOLIDATED,15104000,15,Materials
2382,LI4,LIBERTY SER 2017-3  ,00000000,00,
2383,LI5,LIBERTY SER 2018-3  ,00000000,00,
2384,LI6,LIBERTYSERIES 2019-2,00000000,00,
2385,LI7,LIBERTY 2020-2      ,00000000,00,
2386,LI8,LION SERIES 2020-1  ,00000000,00,
2387,LI9,LIBERTY 2020-3      ,00000000,00,
2388,LIC,LIFESTYLE COMMUNIT. ,60100000,60,Real Estate
2389,LIN,LINDIAN RESOURCES   ,15104000,15,Materials
2390,LIO,LION ENERGY LIMITED ,10100000,10,Energy
2391,LIS,LISENERGYLIMITED    ,20100000,20,Industrials
2392,LIT,LITHIUM AUSTRALIA   ,15104000,15,Materials
2393,LK1,LNKIN               ,99999999,99,N/A
2394,LKE,LAKE RESOURCES      ,15104000,15,Materials
2395,LKH,LAKEHOUSE (EQT)     ,00000000,00,
2396,LKN,LUKIN RESOURCES     ,15104000,15,Materials
2397,LKO,LAKES BLUE ENERGY   ,10100000,10,Energy
2398,LKY,LOCKSLEYRESOURCES   ,15104000,15,Materials
2399,LL8,LLC DUMMY TORESS    ,99999999,99,N/A
2400,LL9,LLCDA OPTIONS       ,99999999,99,N/A
2401,LLC,LENDLEASE GROUP     ,60100000,60,Real Estate
2402,LLI,LOYAL LITHIUM LTD   ,15104000,15,Materials
2403,LLL,LEOLITHIUMLIMITED   ,15104000,15,Materials
2404,LLO,LION ONE METALS LTD ,15104000,15,Materials
2405,LLP,LLOYDS BANK PLC     ,00000000,00,
2406,LM8,LUNNONMETALSLIMITED ,15104000,15,Materials
2407,LMA,FRANKLIN TEMPLETON  ,00000000,00,
2408,LMB,LAMBOO RESOURCES    ,15104000,15,Materials
2409,LMC,LEMARNE CORPORATION ,45200000,45,Information Technology
2410,LME,LIMEADE INC.        ,45100000,45,Information Technology
2411,LMG,LATROBE MAGNESIUM   ,15104000,15,Materials
2412,LML,LINCOLN MINERALS    ,15104000,15,Materials
2413,LMR,LEMUR RESOURCES LTD ,10100000,10,Energy
2414,LMW,LANDMARK WHITE LTD  ,60100000,60,Real Estate
2415,LN1,LION 2022-1 TRUST   ,00000000,00,
2416,LNA,GBLX LNAS           ,00000000,00,
2417,LNG,LIQUEFIED NATURAL   ,10100000,10,Energy
2418,LNK,LINK ADMIN HLDG     ,45100000,45,Information Technology
2419,LNR,LANTHANEIN RESOURCES,15104000,15,Materials
2420,LNS,LION SERIES 2007-1  ,00000000,00,
2421,LNU,LINIUS TECH LIMITED ,45100000,45,Information Technology
2422,LNY,LANEWAY RES LTD     ,15104000,15,Materials
2423,LO1,LLOYDS BANKING GROUP,00000000,00,
2424,LOF,LOFTUS PEAK (EQT)   ,00000000,00,
2425,LOM,LUCAPA DIAMOND LTD  ,15104000,15,Materials
2426,LON,LONGTABLE GROUP LTD ,30200000,30,Consumer Staples
2427,LOT,LOTUS RESOURCES LTD ,15104000,15,Materials
2428,LOV,LOVISA HOLDINGS LTD ,25500000,25,Consumer Discretionary
2429,LP1,LIBERTY PRIME 2021-1,00000000,00,
2430,LPD,LEPIDICO LTD        ,15104000,15,Materials
2431,LPE,LOCALITY PLANNING   ,55100000,55,Utilities
2432,LPG,LOFTUS PEAK         ,00000000,00,
2433,LPI,LITHIUM PWR INT LTD ,15104000,15,Materials
2434,LPM,LITHIUM PLUS        ,15104000,15,Materials
2435,LPT,BASKET WARRANTS     ,00000000,00,
2436,LQD,ISHARESIBOXX IGCBETF,99999999,99,N/A
2437,LRD,LORDRESOURCESLIMITED,15104000,15,Materials
2438,LRK,LARK DISTILLING CO. ,30200000,30,Consumer Staples
2439,LRL,LABYRINTH RESOURCES ,15104000,15,Materials
2440,LRM,LUSTRUM MINERALS    ,10100000,10,Energy
2441,LRR,LEOPARD RESOURCES   ,15104000,15,Materials
2442,LRS,LATIN RESOURCES LTD ,15104000,15,Materials
2443,LRT,LOWELL RES FUND     ,00000000,00,
2444,LRV,LARVOTTORESOURCES   ,15104000,15,Materials
2445,LSA,LACHLAN STAR LTD    ,15104000,15,Materials
2446,LSF,L1 LONG SHORT FUND  ,00000000,00,
2447,LSG,LOOMIS GLOBAL EQUITY,00000000,00,
2448,LSH,LIFESPOT HEALTH LTD ,35100000,35,Health Care
2449,LSJ,LAISHI LIQUOR       ,00000000,00,
2450,LSL,LUMINUS SYSTEMS LTD.,40200000,40,Financials
2451,LSN,LAWSON GOLD LTD     ,15104000,15,Materials
2452,LSR,LODESTAR MINERALS   ,15104000,15,Materials
2453,LSX,LION SELECTION GRP  ,00000000,00,
2454,LT1,LA TROBE FIN CAP MKT,00000000,00,
2455,LT2,LA TROBE TRST 2021-1,00000000,00,
2456,LT3,LA TROBE TST 2019-1 ,00000000,00,
2457,LT4,LA TROBE TRT 2019-2 ,00000000,00,
2458,LT5,LA TROBE TRT 2020-1 ,00000000,00,
2459,LT6,LA TROBE TRUST      ,00000000,00,
2460,LT7,LA TROBE FIN 2021-2 ,00000000,00,
2461,LT8,LA TROBE TRST 2022-1,00000000,00,
2462,LTF,LA TROBE FINANCIAL  ,00000000,00,
2463,LTN,LANTERN HOTEL GRP   ,60101000,60,Real Estate
2464,LTR,LIONTOWN RESOURCES  ,15104000,15,Materials
2465,LTX,LITHEX RES LTD      ,15104000,15,Materials
2466,LV1,LIVE VERDURE LTD    ,30200000,30,Consumer Staples
2467,LVE,LOVE GROUP GLOBAL   ,45100000,45,Information Technology
2468,LVH,LIVEHIRE LIMITED    ,45100000,45,Information Technology
2469,LVT,LIVETILES LIMITED   ,45100000,45,Information Technology
2470,LWP,LWP TECHNOLOGIES LTD,10100000,10,Energy
2471,LYC,LYNAS RARE EARTHS   ,15104000,15,Materials
2472,LYK,LYKOSMETALSLIMITED  ,15104000,15,Materials
2473,LYL,LYCOPODIUM LIMITED  ,20100000,20,Industrials
2474,LYN,LYCAONRESOURCES     ,15104000,15,Materials
2475,M24,MAMBA EXPLORATION   ,15104000,15,Materials
2476,M2M,MTMALCOLMMINESNL    ,15104000,15,Materials
2477,M2R,MIRAMAR             ,15104000,15,Materials
2478,M3M,M3MININGLIMITED     ,15104000,15,Materials
2479,M4M,MACRO METALS LIMITED,15104000,15,Materials
2480,M7T,MACH7 TECH LIMITED  ,35100000,35,Health Care
2481,M8S,M8 SUSTAINABLE      ,20200000,20,Industrials
2482,MA1,MONASH ABSOLUTE     ,00000000,00,
2483,MAA,MONASH ABLT ACT TRST,00000000,00,
2484,MAD,MADER GROUP LIMITED ,20200000,20,Industrials
2485,MAE,MUNRO GLOBAL GROWTH ,00000000,00,
2486,MAF,MA FINANCIAL GROUP  ,40200000,40,Financials
2487,MAG,MAGMATIC RESRCE LTD ,15104000,15,Materials
2488,MAH,MACMAHON HOLDINGS   ,15104000,15,Materials
2489,MAI,MAINSTREAM GROUP    ,40200000,40,Financials
2490,MAK,MINEMAKERS LIMITED  ,15104000,15,Materials
2491,MAM,MICROEQUITIES       ,40200000,40,Financials
2492,MAN,MANDRAKE RES LTD    ,15104000,15,Materials
2493,MAP,MICROBALIFESCIENCES ,35100000,35,Health Care
2494,MAQ,MACQUARIE TELECOM GP,50100000,50,Communication Services
2495,MAR,MALACHITE RESOURCES ,15104000,15,Materials
2496,MAS,MESA MINERALS LTD   ,15104000,15,Materials
2497,MAT,MATSA RESOURCES     ,15104000,15,Materials
2498,MAU,MAGNETIC RESOURCES  ,15104000,15,Materials
2499,MAX,MILLINIUM ALT FUND  ,00000000,00,
2500,MAY,MELBANA ENERGY LTD  ,10100000,10,Energy
2501,MBC,MALABAR COAL LTD    ,10100000,10,Energy
2502,MBD,MBD CORPORATION LTD ,20100000,20,Industrials
2503,MBE,MOBILE EMBRACE LTD  ,45100000,45,Information Technology
2504,MBH,MAGGIE BEER HOLDINGS,30200000,30,Consumer Staples
2505,MBJ,MEDALLION TRST2013-2,00000000,00,
2506,MBK,METAL BANK LTD      ,15104000,15,Materials
2507,MBL,MACQUARIE BANK LTD  ,00000000,00,
2508,MBM,MOBECOM LIMITED     ,45100000,45,Information Technology
2509,MBN,MIRABELA NICKEL LTD ,15104000,15,Materials
2510,MBO,MOBILARM LIMITED    ,45200000,45,Information Technology
2511,MBT,MISSION NEWENERGY   ,10100000,10,Energy
2512,MBW,MEDIA BASKET W      ,00000000,00,
2513,MBX,MYFOODIEBOXLIMITED  ,30100000,30,Consumer Staples
2514,MC1,MCDON               ,99999999,99,N/A
2515,MCA,MURRAY COD AUST LTD ,30200000,30,Consumer Staples
2516,MCB,MCB RESOURCES LTD   ,10100000,10,Energy
2517,MCC,MUNRO CLIMATE FUND  ,00000000,00,
2518,MCE,MATRIX C & E LTD    ,10100000,10,Energy
2519,MCG,MUNRO CON GLBL GRWTH,00000000,00,
2520,MCH,MURCHISON HOLDINGS  ,40200000,40,Financials
2521,MCL,MIGHTY CRAFT LTD    ,25300000,25,Consumer Discretionary
2522,MCM,MC MINING LTD       ,10100000,10,Energy
2523,MCO,MORNING STAR GOLD NL,15104000,15,Materials
2524,MCP,MCPHERSON'S LTD     ,30300000,30,Consumer Staples
2525,MCR,MINCOR RESOURCES NL ,15104000,15,Materials
2526,MCS,MFG CORE            ,00000000,00,
2527,MCT,METALICITY LIMITED  ,15104000,15,Materials
2528,MCX,MARINER CORP LTD    ,40200000,40,Financials
2529,MCY,MERCURY NZ LIMITED  ,55100000,55,Utilities
2530,MDC,MEDLAB CLINICAL LTD ,35200000,35,Health Care
2531,MDD,MANDALONG RESOURCES ,15104000,15,Materials
2532,MDG,MEDTECH GLOBAL      ,35100000,35,Health Care
2533,MDI,MIDDLE ISLAND RES   ,15104000,15,Materials
2534,MDL,MINERAL DEPOSITS    ,15104000,15,Materials
2535,MDR,MEDADVISOR LIMITED  ,35100000,35,Health Care
2536,MDV,MEDIVAC LIMITED     ,35100000,35,Health Care
2537,MDX,MINDAX LIMITED      ,15104000,15,Materials
2538,MDZ,MEDALLION TRS 2014-1,00000000,00,
2539,MEA,MCGRATH LTD         ,60100000,60,Real Estate
2540,MEB,MEDIBIO LIMITED     ,35100000,35,Health Care
2541,MEC,MORPHIC EEF LTD     ,40200000,40,Financials
2542,MED,MERLIN DIAMONDS LTD ,15104000,15,Materials
2543,MEG,MEGADO MINERALS LTD ,15104000,15,Materials
2544,MEI,METEORIC RESOURCES  ,15104000,15,Materials
2545,MEK,MEEKA METALS LIMITED,15104000,15,Materials
2546,MEL,METGASCO LTD        ,10100000,10,Energy
2547,MEM,MEMPHASYS LTD       ,35200000,35,Health Care
2548,MEO,MEO AUSTRALIA LTD   ,10100000,10,Energy
2549,MEP,MINOTAUR EXPLORATION,15104000,15,Materials
2550,MEQ,METLIFECARE LTD     ,35100000,35,Health Care
2551,MEU,MARMOTA LIMITED     ,10100000,10,Energy
2552,MEV,Mt Evelyn & District, , ,
2553,MEY,MARENICA ENERGY LTD ,10100000,10,Energy
2554,MEZ,MERIDIAN ENERGY     ,55100000,55,Utilities
2555,MF1,METRO FINANCE 2021-1,00000000,00,
2556,MF2,METRO FINANCE 2022-1,00000000,00,
2557,MFA,MILFORD (EQT)       ,00000000,00,
2558,MFB,MY FOOD BAG GRP LTD ,25500000,25,Consumer Discretionary
2559,MFD,MAYFIELD CHILDCR LTD,25300000,25,Consumer Discretionary
2560,MFE,MAGNETITE MINES LTD ,15104000,15,Materials
2561,MFF,MFF CAPITAL INV LTD ,00000000,00,
2562,MFG,MAGELLAN FIN GRP LTD,40200000,40,Financials
2563,MFN,MACQUARIE FORTRESS  ,00000000,00,
2564,MFO,MILFORDABSOLUTEGRWTH,00000000,00,
2565,MG1,MAGGLOBAL           ,99999999,99,N/A
2566,MG8,MGR DUMMY TORESS    ,99999999,99,N/A
2567,MGA,METALSGROVEMINING   ,15104000,15,Materials
2568,MGB,MAGNOLIA RESOURCES  ,15104000,15,Materials
2569,MGC,MG UNIT TRUST       ,00000000,00,
2570,MGE,MAG GLOBAL EQUITIES ,00000000,00,
2571,MGF,MAGELLAN GLOBAL FUND,00000000,00,
2572,MGG,MOGUL GAMES GRP LTD ,50200000,50,Communication Services
2573,MGH,MAAS GROUP HOLDINGS ,20100000,20,Industrials
2574,MGI,MACQUARIE GOODMAN   ,60100000,60,Real Estate
2575,MGL,MAGONTEC LIMITED    ,15104000,15,Materials
2576,MGM,MACQUARIE GOOD. MGT.,60100000,60,Real Estate
2577,MGO,MAGELLANGLOOPENCLASS,00000000,00,
2578,MGP,MANAGED ACCOUNTS    ,40200000,40,Financials
2579,MGR,MIRVAC GROUP        ,60101000,60,Real Estate
2580,MGS,MGT RESOURCES LTD   ,15104000,15,Materials
2581,MGT,MAGNETITE MINES     ,15104000,15,Materials
2582,MGU,MAGNUM MINING & EXP ,15104000,15,Materials
2583,MGV,MUSGRAVE MINERALS   ,15104000,15,Materials
2584,MGX,MOUNT GIBSON IRON   ,15104000,15,Materials
2585,MGY,MALAGASY MINERALS   ,15104000,15,Materials
2586,MGZ,MEDIGARD LIMITED    ,35100000,35,Health Care
2587,MHC,MANHATTAN CORP LTD  ,10100000,10,Energy
2588,MHD,MILLENNIUM LTD      ,25200000,25,Consumer Discretionary
2589,MHG,MAGELLAN GBL EQ FUND,00000000,00,
2590,MHH,MAGELLANHIGHCONVICT ,00000000,00,
2591,MHI,MERCHANT HOUSE      ,25200000,25,Consumer Discretionary
2592,MHJ,MICHAEL HILL INT    ,25500000,25,Consumer Discretionary
2593,MHK,METALHAWK.          ,15104000,15,Materials
2594,MHM,MHM METALS LIMITED  ,15104000,15,Materials
2595,MHY,MAHOGANY CAPITAL LTD,00000000,00,
2596,MHZ,MAHOGANY CAP-SER.II ,00000000,00,
2597,MI6,MINERALS260LIMITED  ,15104000,15,Materials
2598,MI8,MAC INFR OPTION BSK ,00000000,00,
2599,MIC,MAG. INFRA. FUND CH ,00000000,00,
2600,MIE,MIE PAY LTD         ,00000000,00,
2601,MIG,A.C.N. 059 457 279  ,50200000,50,Communication Services
2602,MIH,MNC MEDIA INVEST LTD,50200000,50,Communication Services
2603,MIL,MILLENNIUM GRP LTD  ,20200000,20,Industrials
2604,MIM,MACQ INVEST MGMT    ,00000000,00,
2605,MIN,MINERAL RESOURCES.  ,15104000,15,Materials
2606,MIO,MACARTHUR MINERALS  ,15104000,15,Materials
2607,MIR,MIRRABOOKA INVEST.  ,00000000,00,
2608,MIZ,MINERA GOLD LTD     ,15104000,15,Materials
2609,MJC,MEJORITY CAPITAL LTD,40200000,40,Financials
2610,MJP,MARTIN AIRCRAFT LTD ,20100000,20,Industrials
2611,MKA,MONTAKAGLOBALEXT    ,00000000,00,
2612,MKB,MOKO SOCIAL MEDIA   ,45100000,45,Information Technology
2613,MKE,MAKO HYDROCARBON LTD,10100000,10,Energy
2614,MKG,MAKO GOLD           ,15104000,15,Materials
2615,MKL,MIGHTY KINGDOM LTD  ,50200000,50,Communication Services
2616,MKM,MACKEREL METALS     ,99999999,99,N/A
2617,MKO,METALIKO RESOURCES  ,15104000,15,Materials
2618,MKR,MANUKA RESOURCES.   ,15104000,15,Materials
2619,ML7,METALS 479 LTD      ,99999999,99,N/A
2620,MLA,MEDICAL AUS LIMITED ,35100000,35,Health Care
2621,MLB,MELBOURNE IT LIMITED,45100000,45,Information Technology
2622,MLC,MLC INVESTMENTS LTD ,00000000,00,
2623,MLD,MACA LIMITED        ,15104000,15,Materials
2624,MLF,ML FACTOR MODEL     ,00000000,00,
2625,MLG,MLGOZLTD            ,15104000,15,Materials
2626,MLH,NSX.MLH             ,99999999,99,N/A
2627,MLI,MINTAILS LIMITED    ,15104000,15,Materials
